TicketID,CreatedDate,ResolvedDate,Priority,AssignedTeam,Subject
a0a58088,2024-10-06 17:00:00,2024-10-07 22:00:00,High,Support B,Slow Performance
ef9da0d0,2025-06-21 15:00:00,2025-06-24 02:00:00,Low,Support A,Feature Request
fc525bac,2025-02-22 16:00:00,2025-02-23 23:00:00,High,Support B,Slow Performance
b475f103,2025-05-16 01:00:00,2025-05-20 01:00:00,Low,Support C,Slow Performance
274885ee,2025-01-27 00:00:00,2025-01-29 03:00:00,High,Support A,Feature Request
659eb9cb,2025-02-27 03:00:00,2025-02-28 18:00:00,Medium,Support B,Slow Performance
c04fe1f0,2025-06-06 19:00:00,2025-06-08 23:00:00,Low,Support B,Login Issue
3a7f18be,2025-02-04 07:00:00,2025-02-04 22:00:00,Low,Support A,Slow Performance
75b4a155,2025-03-23 12:00:00,2025-03-24 12:00:00,Medium,Support C,Feature Request
2c3a6b3d,2025-01-17 01:00:00,2025-01-20 05:00:00,Low,Support B,Connectivity
0da11f9c,2025-06-16 04:00:00,2025-06-17 12:00:00,High,Support A,Slow Performance
936818ff,2025-05-21 01:00:00,2025-05-21 23:00:00,High,Support C,Error Message
957fcb83,2025-03-29 04:00:00,2025-03-31 16:00:00,Low,Support B,Login Issue
c2f5dd3d,2025-06-19 05:00:00,2025-06-22 09:00:00,High,Support B,Login Issue
b62365da,2025-03-09 02:00:00,2025-03-11 19:00:00,Critical,Support C,Error Message
91bda7c5,2025-03-22 10:00:00,2025-03-25 09:00:00,Low,Support C,Error Message
68a78b8e,2025-03-09 07:00:00,2025-03-10 12:00:00,Medium,Support A,Slow Performance
14edd0a2,2025-03-18 10:00:00,2025-03-18 23:00:00,Critical,Support A,Error Message
c44ddeb4,2024-12-19 10:00:00,2024-12-22 22:00:00,Low,Support B,Connectivity
2004686a,2025-06-18 14:00:00,2025-06-20 06:00:00,Medium,Support C,Feature Request
116d2266,2024-11-01 16:00:00,2024-11-03 09:00:00,High,Support C,Error Message
046e0943,2025-06-17 22:00:00,2025-06-21 05:00:00,Medium,Support C,Error Message
0dc9f060,2025-06-11 18:00:00,2025-06-14 07:00:00,Critical,Support B,Connectivity
5bfd3b27,2025-02-21 13:00:00,2025-02-23 23:00:00,High,Support C,Login Issue
edb42720,2025-06-09 07:00:00,2025-06-13 10:00:00,Low,Support C,Login Issue
4fbd2a70,2024-11-07 11:00:00,2024-11-08 19:00:00,High,Support B,Slow Performance
917c4998,2025-04-04 15:00:00,2025-04-07 13:00:00,Low,Support A,Connectivity
11af45ed,2025-01-31 19:00:00,2025-02-02 20:00:00,Low,Support A,Feature Request
ea651d9b,2024-12-11 15:00:00,2024-12-13 21:00:00,Medium,Support B,Feature Request
e7dc3259,2024-10-12 16:00:00,2024-10-16 04:00:00,Medium,Support C,Connectivity
733c982f,2025-02-14 02:00:00,2025-02-16 14:00:00,Medium,Support B,Feature Request
e818636e,2024-12-18 15:00:00,2024-12-21 03:00:00,Critical,Support A,Login Issue
8887901f,2025-02-14 02:00:00,2025-02-17 03:00:00,Critical,Support A,Feature Request
c787a88b,2024-10-28 18:00:00,2024-10-30 09:00:00,Medium,Support B,Feature Request
2e631bfe,2025-03-24 12:00:00,2025-03-25 15:00:00,Critical,Support B,Connectivity
89fd2071,2024-10-28 23:00:00,2024-10-29 21:00:00,High,Support A,Connectivity
ce3e5ec5,2024-12-22 01:00:00,2024-12-22 02:00:00,High,Support B,Feature Request
9b3b2f7c,2025-03-23 04:00:00,2025-03-27 05:00:00,Critical,Support A,Error Message
e7703efe,2025-02-08 02:00:00,2025-02-08 23:00:00,Critical,Support B,Connectivity
b14e475a,2025-05-02 12:00:00,2025-05-04 06:00:00,High,Support B,Slow Performance
8f399a29,2025-05-21 17:00:00,2025-05-23 10:00:00,Low,Support B,Slow Performance
02d807b8,2025-04-14 19:00:00,2025-04-17 02:00:00,High,Support A,Login Issue
98b8be3f,2025-04-18 01:00:00,2025-04-20 20:00:00,High,Support B,Feature Request
9b2286ff,2025-03-12 12:00:00,2025-03-15 08:00:00,Critical,Support A,Error Message
d94d9543,2025-05-19 04:00:00,2025-05-20 14:00:00,High,Support A,Login Issue
776d60fc,2025-06-23 16:00:00,2025-06-25 11:00:00,Critical,Support B,Feature Request
66db6cb1,2024-10-22 19:00:00,2024-10-25 01:00:00,Critical,Support B,Connectivity
36992e8d,2025-01-08 17:00:00,2025-01-10 11:00:00,Medium,Support A,Slow Performance
d3e41d74,2025-02-07 21:00:00,2025-02-11 11:00:00,High,Support A,Error Message
b95da896,2025-01-17 01:00:00,2025-01-19 12:00:00,Low,Support C,Slow Performance
67576437,2024-12-22 00:00:00,2024-12-24 17:00:00,Medium,Support A,Connectivity
83048a5a,2025-05-05 13:00:00,2025-05-08 04:00:00,Critical,Support C,Feature Request
cbc36e65,2024-12-13 01:00:00,2024-12-16 05:00:00,Critical,Support C,Connectivity
9e8d7697,2025-06-05 04:00:00,2025-06-07 08:00:00,Low,Support C,Connectivity
90b0e35b,2025-01-04 16:00:00,2025-01-05 08:00:00,Critical,Support B,Slow Performance
038fa48d,2025-06-15 22:00:00,2025-06-18 07:00:00,High,Support B,Error Message
0a333230,2025-05-07 08:00:00,2025-05-08 16:00:00,Medium,Support A,Connectivity
923259fe,2025-01-03 05:00:00,2025-01-04 16:00:00,Critical,Support C,Slow Performance
4e3518de,2025-01-04 06:00:00,2025-01-06 20:00:00,Critical,Support B,Error Message
27c66a04,2025-05-04 15:00:00,2025-05-07 20:00:00,Low,Support B,Feature Request
4ab29e0d,2025-06-28 13:00:00,2025-06-30 13:00:00,High,Support B,Feature Request
ffc0d732,2025-03-25 02:00:00,2025-03-27 09:00:00,Critical,Support B,Login Issue
ad5afb3c,2025-01-28 22:00:00,2025-02-01 14:00:00,Low,Support B,Slow Performance
2f99542e,2025-03-22 15:00:00,2025-03-24 20:00:00,Critical,Support C,Error Message
05775c11,2025-03-01 20:00:00,2025-03-06 10:00:00,Low,Support C,Connectivity
ee4cccd9,2025-04-03 16:00:00,2025-04-06 05:00:00,Low,Support C,Feature Request
a7a34e79,2025-05-03 09:00:00,2025-05-03 14:00:00,High,Support C,Error Message
e537d5ef,2025-05-13 00:00:00,2025-05-15 18:00:00,Critical,Support A,Slow Performance
ec791454,2024-12-25 15:00:00,2024-12-28 00:00:00,High,Support C,Login Issue
88d2c8be,2025-04-15 16:00:00,2025-04-18 22:00:00,Low,Support B,Feature Request
e6f560f3,2025-06-07 10:00:00,2025-06-10 02:00:00,Medium,Support C,Error Message
f774a6b0,2024-11-23 04:00:00,2024-11-25 00:00:00,Critical,Support A,Error Message
7dd3bab3,2025-05-31 03:00:00,2025-05-31 21:00:00,Medium,Support B,Error Message
e5b4e0b6,2025-01-24 06:00:00,2025-01-26 00:00:00,Critical,Support C,Slow Performance
5a6e3025,2024-10-13 14:00:00,2024-10-14 17:00:00,High,Support C,Slow Performance
f4fe0057,2024-10-27 14:00:00,2024-10-29 00:00:00,High,Support C,Slow Performance
6933e94a,2024-10-03 07:00:00,2024-10-05 21:00:00,High,Support B,Connectivity
a4718336,2025-04-19 21:00:00,2025-04-23 13:00:00,High,Support B,Error Message
a801e502,2024-10-22 21:00:00,2024-10-25 06:00:00,High,Support A,Feature Request
843bf69c,2025-04-09 09:00:00,2025-04-10 04:00:00,Medium,Support B,Slow Performance
adfc8d19,2025-03-21 19:00:00,2025-03-24 05:00:00,High,Support B,Slow Performance
f6e51e06,2024-12-28 13:00:00,2024-12-31 17:00:00,Low,Support C,Error Message
e9287ab1,2025-02-14 23:00:00,2025-02-16 08:00:00,Low,Support B,Slow Performance
9546462a,2024-10-16 04:00:00,2024-10-18 00:00:00,Medium,Support C,Connectivity
ff111312,2025-04-11 13:00:00,2025-04-13 13:00:00,Critical,Support C,Connectivity
c067fa2b,2025-05-15 07:00:00,2025-05-16 12:00:00,Low,Support B,Slow Performance
02571716,2025-04-26 10:00:00,2025-04-29 01:00:00,Critical,Support A,Error Message
